model,exact_match,vqa_soft_accuracy,bleu,rougeL,meteor,bertscore_f1,num_samples
B2_SFT,0.4927302100161551,0.4927302100161551,0.13364548239740764,0.5593324000836111,0.2889798803281796,0.9105851054191589,1857
B3_DPO_RL,0.4964997307485191,0.4964997307485191,0.1319352680271432,0.566212921584488,0.2940008085114664,0.9112665057182312,1857
